cidade,area,quartos,banheiros,garagem,valor(R$)
Campinas,69,2,2,1,455600
São Paulo,36,1,1,1,424800
São Paulo,28,1,1,0,549200
Porto Alegre,110,1,2,1,557800
Porto Alegre,88,2,1,0,323200
São Paulo,500,5,7,7,3434300
São Paulo,122,3,2,1,998400
Belo Horizonte,85,2,1,1,321000
São Paulo,36,1,1,0,399200
Belo Horizonte,80,3,2,1,568200
São Paulo,114,3,3,0,868000
Belo Horizonte,150,3,2,2,534000
São Paulo,70,2,1,0,460600
São Paulo,370,4,4,3,1803800
Campinas,47,1,1,1,690400
São Paulo,70,3,2,2,746200
São Paulo,70,2,2,2,965200
São Paulo,50,2,3,0,370200
Rio de Janeiro,37,1,1,0,655000
São Paulo,136,3,2,2,926800
Rio de Janeiro,60,2,1,0,541800
São Paulo,65,2,2,1,490000
Belo Horizonte,450,7,5,3,1660400
São Paulo,180,3,4,3,1058800
São Paulo,130,3,3,2,1096600
São Paulo,200,3,2,6,502200
São Paulo,180,2,3,2,2531900
Belo Horizonte,55,2,2,1,435600
São Paulo,79,2,1,2,1407000
São Paulo,47,1,1,1,2107700
São Paulo,65,2,1,1,798400
Campinas,292,4,4,3,1174400
Belo Horizonte,181,4,2,2,1203600
São Paulo,327,5,4,5,2633600
São Paulo,300,2,3,2,1737000
São Paulo,366,4,5,5,4205500
Rio de Janeiro,115,3,3,1,924800
Belo Horizonte,216,4,5,5,1640000
São Paulo,70,2,1,1,317200
São Paulo,170,3,3,2,1063600
São Paulo,65,3,2,2,657000
São Paulo,88,3,3,2,765400
São Paulo,54,1,1,0,449400
São Paulo,95,1,2,2,2105700
São Paulo,800,4,5,4,4905500
São Paulo,75,1,1,0,294400
Rio de Janeiro,38,1,1,0,534000
São Paulo,178,2,4,3,1745400
São Paulo,310,2,6,3,1828200
São Paulo,66,1,1,1,646600
Rio de Janeiro,90,3,2,0,729200
São Paulo,180,3,3,2,1605800
Rio de Janeiro,40,1,1,0,323000
São Paulo,150,3,2,1,1418200
São Paulo,37,1,1,0,670400
São Paulo,71,2,2,1,760000
São Paulo,130,3,2,2,1409600
Rio de Janeiro,75,2,2,1,774000
São Paulo,45,1,1,1,590000
Campinas,260,4,3,4,1422800
São Paulo,50,1,1,0,152400
São Paulo,63,2,2,1,409400
São Paulo,99,2,1,1,1156000
São Paulo,170,4,4,3,2187900
Belo Horizonte,67,2,2,1,418600
São Paulo,126,2,2,2,718600
Rio de Janeiro,70,2,2,2,577400
Rio de Janeiro,57,1,1,1,491400
Porto Alegre,27,1,1,0,203600
Campinas,78,1,2,1,535200
São Paulo,1100,4,6,10,3842100
São Paulo,162,2,2,3,3460000
São Paulo,85,2,2,2,780200
Rio de Janeiro,67,2,1,1,371400
Rio de Janeiro,122,3,1,0,649200
São Paulo,220,4,3,4,3068000
São Paulo,30,1,1,0,202600
São Paulo,50,1,1,0,193000
Belo Horizonte,120,3,2,2,390200
Rio de Janeiro,75,2,2,1,462000
São Paulo,70,2,2,2,734400
São Paulo,650,4,6,6,2045800
Porto Alegre,71,3,2,1,379400
São Paulo,27,1,1,0,522200
São Paulo,187,3,3,2,926000
São Paulo,110,3,2,1,1111600
São Paulo,180,4,2,2,740600
São Paulo,57,2,2,2,510800
São Paulo,250,3,2,2,3137500
São Paulo,49,2,2,1,415800
São Paulo,110,1,1,1,314000
São Paulo,59,2,2,1,521200
São Paulo,65,2,1,1,499200
São Paulo,220,4,2,2,1651200
São Paulo,220,3,2,2,2056200
São Paulo,88,2,2,1,1718600
São Paulo,90,3,2,2,932400
São Paulo,30,1,1,0,758800
São Paulo,49,2,1,1,444600
Rio de Janeiro,100,3,2,0,1437200
Rio de Janeiro,120,3,1,1,619800
São Paulo,150,2,3,3,862800
Belo Horizonte,100,3,2,0,340200
São Paulo,170,3,3,0,2005500
Campinas,70,2,1,2,278000
São Paulo,70,1,1,1,792000
São Paulo,80,1,1,1,1576600
São Paulo,60,2,2,1,1377000
São Paulo,100,3,3,3,951800
São Paulo,260,4,2,3,867600
São Paulo,300,3,5,4,1490200
São Paulo,86,3,3,2,656400
São Paulo,250,4,4,2,1340000
Porto Alegre,48,1,1,0,341200
Belo Horizonte,70,3,2,2,541600
São Paulo,82,3,2,2,658800
São Paulo,80,3,2,1,575800
Porto Alegre,429,5,4,5,2204100
Campinas,104,2,2,1,484800
Rio de Janeiro,35,1,1,0,651000
São Paulo,240,4,2,1,1195000
São Paulo,40,1,1,0,216400
São Paulo,400,3,3,2,2436100
São Paulo,90,2,2,2,1111800
São Paulo,45,2,1,1,458000
Rio de Janeiro,110,3,2,0,418200
Rio de Janeiro,110,4,2,2,721000
Porto Alegre,143,2,1,2,724200
São Paulo,60,2,2,2,443600
São Paulo,124,3,3,2,853200
São Paulo,55,2,1,1,422000
São Paulo,73,3,2,2,715000
Belo Horizonte,200,4,4,2,1111000
Porto Alegre,70,1,1,0,211800
São Paulo,44,1,1,0,600600
Rio de Janeiro,87,2,1,1,818400
Porto Alegre,60,1,1,1,337800
São Paulo,200,3,5,3,1300600
São Paulo,80,2,1,1,719400
Porto Alegre,51,2,1,1,278200
São Paulo,147,2,3,2,2830300
Belo Horizonte,210,3,4,3,2527600
São Paulo,110,3,2,2,648200
Porto Alegre,50,1,1,0,290000
Rio de Janeiro,32,1,1,0,374200
Belo Horizonte,82,3,2,1,297600
São Paulo,98,3,3,2,712200
Rio de Janeiro,170,4,3,2,2416300
São Paulo,20,1,1,0,511000
Belo Horizonte,168,4,3,2,513000
Rio de Janeiro,50,2,1,0,217600
São Paulo,212,4,4,3,2532300
São Paulo,73,2,2,1,423200
São Paulo,50,1,1,1,464600
São Paulo,20,1,1,0,511000
Belo Horizonte,190,1,1,1,825200
São Paulo,450,4,6,2,1092000
Belo Horizonte,180,5,5,4,968800
Belo Horizonte,682,6,7,6,1203800
Rio de Janeiro,68,2,1,0,401200
Porto Alegre,58,2,1,0,263800
Belo Horizonte,60,3,2,1,320400
Campinas,50,1,1,1,422000
Belo Horizonte,120,3,3,1,505000
São Paulo,43,2,1,1,498200
São Paulo,91,1,2,2,3115500
Campinas,75,2,1,2,601200
São Paulo,300,4,3,4,2495700
Campinas,74,2,2,2,1096600
Belo Horizonte,90,3,2,2,425400
Belo Horizonte,154,4,4,3,2087700
São Paulo,280,3,3,7,1850200
São Paulo,150,3,3,2,1227200
São Paulo,20,1,1,0,511000
São Paulo,110,2,2,0,677800
São Paulo,247,4,4,4,1233400
São Paulo,220,3,4,2,3292000
São Paulo,70,2,2,0,789600
São Paulo,98,3,2,2,713200
São Paulo,300,4,6,6,4978100
Porto Alegre,80,2,1,1,1005200
São Paulo,57,2,1,2,436600
São Paulo,75,2,1,0,256600
Rio de Janeiro,70,2,2,1,629200
São Paulo,80,2,1,0,410400
São Paulo,372,5,4,6,2076000
São Paulo,120,3,2,2,1103600
Campinas,71,1,1,1,260400
São Paulo,130,3,3,2,1017400
São Paulo,300,2,1,2,638600
Belo Horizonte,320,5,4,3,865200
Belo Horizonte,200,3,2,2,2513600
Porto Alegre,56,2,2,1,391600
São Paulo,165,3,2,3,1198600
São Paulo,35,1,1,0,261400
Belo Horizonte,96,3,1,1,591800
Campinas,450,4,5,4,1365600
São Paulo,227,4,4,3,2544200
São Paulo,40,1,1,1,671600
São Paulo,288,4,5,4,2165700
Belo Horizonte,90,1,2,0,339400
São Paulo,45,2,1,1,325400
São Paulo,63,2,2,1,687600
Belo Horizonte,120,3,2,2,591400
São Paulo,94,3,2,2,1725600
Porto Alegre,60,1,1,1,166800
Porto Alegre,106,3,2,2,891800
São Paulo,167,3,4,2,1310600
Belo Horizonte,69,2,3,2,701400
Rio de Janeiro,300,4,4,1,748800
São Paulo,50,2,1,0,661600
Porto Alegre,40,1,1,0,281000
São Paulo,380,4,3,3,2194400
Rio de Janeiro,20,1,1,0,152000
Campinas,50,2,1,1,255200
São Paulo,60,2,2,1,1041600
São Paulo,40,1,1,1,776800
São Paulo,62,2,2,1,494800
Rio de Janeiro,230,3,3,0,1982000
Campinas,45,2,1,1,236400
Porto Alegre,60,2,1,0,220200
São Paulo,65,2,2,1,355400
Rio de Janeiro,90,3,1,0,650600
São Paulo,150,3,3,2,755400
São Paulo,180,3,4,3,1692200
Belo Horizonte,95,3,2,2,393400
Rio de Janeiro,45,1,1,0,545800
São Paulo,216,3,5,0,3978100
Campinas,58,1,1,0,303600
São Paulo,42,1,1,0,659600
Porto Alegre,40,1,1,0,230600
São Paulo,220,4,4,3,1600400
Belo Horizonte,42,1,1,1,661600
Rio de Janeiro,421,3,3,1,3192300
Campinas,226,4,2,2,1058400
São Paulo,55,1,1,0,283600
Porto Alegre,61,1,1,1,530000
Rio de Janeiro,50,1,1,0,365400
São Paulo,300,4,4,0,2584200
Porto Alegre,58,2,2,2,611600
Porto Alegre,104,3,3,2,1071400
Rio de Janeiro,72,2,2,0,746600
Campinas,65,3,1,1,616800
São Paulo,160,4,2,2,1385800
Campinas,40,1,1,0,226200
São Paulo,23,1,1,1,581800
São Paulo,35,1,1,0,192800
Porto Alegre,28,1,1,0,220600
São Paulo,20,1,1,0,511000
São Paulo,68,2,2,1,568600
Campinas,70,3,1,1,353000
São Paulo,127,2,3,2,1027400
São Paulo,138,3,2,3,1102000
Campinas,53,1,1,1,243600
São Paulo,130,5,2,0,615200
Porto Alegre,39,1,1,1,231400
Porto Alegre,60,2,1,0,268600
São Paulo,300,4,4,4,1250400
São Paulo,500,3,3,5,1832400
Campinas,90,3,2,1,438400
Campinas,120,3,1,2,422600
São Paulo,134,3,5,2,1223000
Campinas,78,2,1,1,405600
São Paulo,55,1,1,1,1045200
São Paulo,167,3,3,2,1435400
São Paulo,15,1,1,0,243200
Belo Horizonte,46,2,1,1,258200
Rio de Janeiro,30,1,1,0,973800
Rio de Janeiro,60,2,2,1,610400
São Paulo,380,3,3,4,912800
Belo Horizonte,95,3,2,1,454000
São Paulo,55,2,2,1,450800
Belo Horizonte,55,2,1,1,208400
Rio de Janeiro,30,1,1,0,301000
Rio de Janeiro,58,2,1,0,950400
São Paulo,480,4,5,2,1679800
São Paulo,97,3,2,2,551200
São Paulo,33,1,1,1,652600
São Paulo,192,3,4,2,2041800
Rio de Janeiro,114,4,2,1,1197800
São Paulo,70,2,2,0,980200
Campinas,240,3,4,4,1977800
Porto Alegre,110,3,1,0,517600
Rio de Janeiro,950,6,5,2,2939800
São Paulo,55,1,1,1,810600
Campinas,166,4,3,3,844000
Porto Alegre,117,3,3,2,1095600
Campinas,115,3,2,1,428000
Campinas,55,2,1,1,271400
São Paulo,85,1,2,1,745600
São Paulo,61,1,2,1,600800
São Paulo,34,1,1,0,615400
Porto Alegre,70,3,2,0,362400
São Paulo,85,2,2,0,1370600
São Paulo,93,2,1,1,1333000
São Paulo,150,3,2,1,1111200
São Paulo,48,2,1,1,470000
Belo Horizonte,70,2,1,0,251600
Campinas,80,2,2,1,713200
São Paulo,137,3,3,3,2368200
São Paulo,230,3,4,3,3202000
São Paulo,95,3,2,1,1150600
Rio de Janeiro,87,2,2,1,604200
Belo Horizonte,800,8,7,4,3012400
São Paulo,88,3,1,2,427600
São Paulo,245,3,3,1,2908300
São Paulo,34,1,1,0,656000
São Paulo,469,4,5,4,4631700
Rio de Janeiro,113,2,2,1,2034100
Belo Horizonte,200,4,4,3,1305800
Rio de Janeiro,44,1,1,0,488000
São Paulo,45,2,1,1,397800
São Paulo,63,2,2,1,533400
Porto Alegre,58,1,1,0,284400
São Paulo,55,2,2,1,680200
São Paulo,320,4,4,2,2571700
Belo Horizonte,57,1,1,1,615400
São Paulo,240,5,2,3,1377600
São Paulo,127,3,2,1,1104400
São Paulo,18,1,1,0,346400
Campinas,35,1,1,0,200200
São Paulo,320,3,5,3,1827200
Campinas,46,1,1,0,194200
São Paulo,130,3,2,1,1554200
São Paulo,37,1,1,0,330000
Campinas,136,3,4,2,726600
São Paulo,81,2,2,1,455200
São Paulo,38,1,1,0,373800
São Paulo,198,3,4,2,559400
Belo Horizonte,220,5,4,4,661200
São Paulo,125,3,4,1,1212600
São Paulo,450,4,6,4,4338100
São Paulo,145,3,2,2,1083800
Belo Horizonte,70,3,1,2,477800
Porto Alegre,140,3,4,3,2173700
São Paulo,100,3,2,1,468000
São Paulo,39,1,1,0,263400
Rio de Janeiro,98,2,2,1,1074200
São Paulo,367,4,5,3,2595500
São Paulo,61,2,2,1,1030400
Belo Horizonte,66,2,2,1,584400
São Paulo,235,3,3,0,2333500
Campinas,110,3,3,2,779400
São Paulo,84,3,2,1,606600
São Paulo,165,3,1,3,767200
Belo Horizonte,90,2,1,0,282400
São Paulo,48,1,1,0,240400
Porto Alegre,60,2,1,1,200200
São Paulo,92,3,2,2,924000
Rio de Janeiro,80,3,1,1,826400
Belo Horizonte,25,1,1,0,131800
São Paulo,220,4,4,4,1720400
Campinas,74,2,3,1,520400
São Paulo,98,2,2,0,638400
São Paulo,69,2,2,1,449200
São Paulo,90,2,1,1,551400
Rio de Janeiro,105,2,2,0,965800
São Paulo,400,3,4,4,2769800
São Paulo,110,2,2,2,608200
São Paulo,245,3,4,3,3599500
Belo Horizonte,60,1,1,1,608000
Porto Alegre,40,1,1,0,241600
Porto Alegre,35,1,1,1,284200
São Paulo,35,1,1,0,805600
São Paulo,500,3,2,8,938600
São Paulo,30,1,1,0,475000
Belo Horizonte,200,3,3,0,366000
São Paulo,33,1,1,1,661600
Porto Alegre,47,1,1,1,526600
São Paulo,50,1,1,0,171400
São Paulo,54,2,2,2,645000
Rio de Janeiro,60,2,1,0,647400
São Paulo,36,1,1,1,589000
Belo Horizonte,205,4,4,4,1694200
Rio de Janeiro,625,5,3,2,3295900
Campinas,60,2,1,1,192000
São Paulo,50,1,1,0,676400
São Paulo,185,2,3,3,1800800
São Paulo,256,3,4,4,2177900
São Paulo,170,3,3,2,2565600
Porto Alegre,90,3,1,0,361400
Belo Horizonte,110,2,3,0,734400
Campinas,89,3,2,2,599600
São Paulo,54,1,1,1,879000
São Paulo,113,3,2,2,611400
São Paulo,100,3,1,1,896200
São Paulo,400,4,6,5,3049800
São Paulo,65,2,1,1,465800
Porto Alegre,65,3,2,1,487000
São Paulo,50,1,1,1,881600
Rio de Janeiro,150,3,3,1,1194800
Rio de Janeiro,170,4,3,4,966600
Belo Horizonte,164,4,2,2,800200
Campinas,470,3,4,0,2303900
São Paulo,430,4,6,2,1213400
São Paulo,108,3,3,2,610400
Belo Horizonte,75,2,2,1,337200
Porto Alegre,200,4,3,1,874400
Belo Horizonte,32,1,1,1,197800
Rio de Janeiro,40,1,1,0,613200
São Paulo,360,4,5,4,4222100
Belo Horizonte,55,1,1,1,999200
Rio de Janeiro,30,1,1,0,519200
São Paulo,59,2,1,1,402800
Rio de Janeiro,120,3,2,1,1053800
São Paulo,78,3,2,2,514600
Rio de Janeiro,95,2,3,0,1609600
São Paulo,180,3,3,1,1387200
São Paulo,91,2,3,2,1300400
Campinas,70,2,1,1,484800
São Paulo,315,3,5,4,2372400
Rio de Janeiro,56,2,1,1,877600
São Paulo,480,4,3,3,2907700
São Paulo,400,3,3,6,3269900
Belo Horizonte,83,4,2,2,403000
Porto Alegre,47,1,1,1,526600
São Paulo,90,2,1,1,301200
Porto Alegre,131,3,2,1,752400
São Paulo,700,5,7,3,2856000
Belo Horizonte,180,3,2,0,722400
Campinas,60,2,1,0,332200
Porto Alegre,50,1,1,1,537400
Campinas,200,3,2,3,687600
Rio de Janeiro,80,4,3,1,948200
Campinas,54,2,1,1,398000
São Paulo,150,3,2,1,1592200
São Paulo,129,3,3,1,701600
São Paulo,200,3,2,1,2225500
Rio de Janeiro,65,1,1,0,440800
São Paulo,210,4,2,2,1761000
Rio de Janeiro,115,3,2,2,898600
Belo Horizonte,350,4,5,5,1781600
Rio de Janeiro,55,1,1,0,321600
São Paulo,46,1,1,0,1164600
Rio de Janeiro,160,3,2,1,978000
Belo Horizonte,230,4,4,4,1918000
São Paulo,180,4,4,4,2705700
São Paulo,440,4,3,7,3262000
São Paulo,90,2,2,1,817800
Campinas,45,1,1,0,158400
São Paulo,77,3,1,1,894400
São Paulo,25,1,1,0,219400
São Paulo,65,3,1,1,420200
Porto Alegre,60,2,2,0,311200
Belo Horizonte,50,2,1,1,221400
São Paulo,103,3,2,2,662000
São Paulo,35,5,1,0,547600
Porto Alegre,121,2,1,2,318600
São Paulo,307,4,6,4,2215600
Rio de Janeiro,150,3,2,2,1936400
Porto Alegre,98,2,3,2,570000
São Paulo,16,1,1,0,184000
Belo Horizonte,45,1,1,1,697400
Rio de Janeiro,45,2,1,0,371400
Rio de Janeiro,70,3,1,1,353200
São Paulo,200,4,2,2,1419600
Rio de Janeiro,155,3,2,1,1215600
São Paulo,35,1,1,1,212600
Campinas,60,3,2,1,262600
São Paulo,35,1,1,0,183200
São Paulo,67,2,2,1,837000
São Paulo,38,1,1,0,313000
Belo Horizonte,190,4,4,4,2310100
São Paulo,45,1,1,1,275800
Campinas,600,5,5,4,1858400
São Paulo,27,1,1,1,749400
São Paulo,160,3,2,2,737000
Belo Horizonte,320,4,6,4,2588200
São Paulo,41,1,1,1,590200
São Paulo,60,1,1,1,941000
São Paulo,66,1,1,1,874400
Rio de Janeiro,41,1,1,0,521400
São Paulo,98,2,3,3,1075600
São Paulo,75,2,1,0,522000
Rio de Janeiro,62,2,1,0,505000
São Paulo,120,2,1,1,274000
São Paulo,98,1,2,2,1142800
São Paulo,380,4,5,4,2294300
São Paulo,45,1,1,1,720000
Belo Horizonte,65,2,1,1,247400
São Paulo,88,2,1,1,878800
São Paulo,250,3,4,2,655800
Campinas,108,1,3,2,1107600
São Paulo,160,3,2,2,1074200
São Paulo,70,2,1,0,274000
São Paulo,320,4,5,5,2490100
São Paulo,68,3,1,1,425800
Rio de Janeiro,130,3,2,1,1151600
São Paulo,600,3,3,3,4975700
Porto Alegre,127,3,2,2,752600
Rio de Janeiro,200,4,4,4,595000
São Paulo,90,3,2,2,804000
São Paulo,135,2,1,0,406200
Porto Alegre,70,2,2,0,759200
São Paulo,46,1,1,1,774400
São Paulo,20,1,1,0,417400
São Paulo,350,3,6,4,2368300
Rio de Janeiro,45,1,1,1,530000
Rio de Janeiro,223,3,3,0,706800
Porto Alegre,115,1,2,2,615400
Belo Horizonte,85,3,2,1,358600
Campinas,63,2,1,1,287800
Belo Horizonte,69,3,2,1,403400
São Paulo,48,2,1,1,212400
Rio de Janeiro,400,5,4,2,2227800
São Paulo,49,2,1,1,332200
São Paulo,120,4,2,2,931400
São Paulo,168,3,4,3,2058300
Rio de Janeiro,80,3,1,0,790400
São Paulo,100,2,4,2,1616600
São Paulo,38,1,1,1,800000
Porto Alegre,45,1,1,0,221800
São Paulo,123,3,3,0,820600
São Paulo,200,4,2,3,719600
Campinas,73,3,1,1,360400
São Paulo,80,2,1,1,1735800
Rio de Janeiro,185,4,3,3,3314200
São Paulo,100,3,3,4,1984400
São Paulo,240,3,3,2,960200
Rio de Janeiro,405,4,3,2,3972200
São Paulo,130,3,4,4,984000
Porto Alegre,129,2,3,1,583000
São Paulo,130,2,2,2,572800
Porto Alegre,73,2,1,1,627400
Campinas,50,2,1,1,371000
Belo Horizonte,90,3,2,1,458000
São Paulo,25,1,1,0,229600
São Paulo,556,4,5,7,1833000
São Paulo,23,1,1,0,205400
Porto Alegre,110,2,2,0,850400
São Paulo,350,4,3,3,3930000
Campinas,300,4,3,5,836400
São Paulo,20,1,1,0,415200
Belo Horizonte,31,1,1,1,221800
São Paulo,250,4,3,3,933200
Belo Horizonte,200,4,2,2,1213400
São Paulo,500,4,7,6,2892400
Rio de Janeiro,105,3,2,0,1334600
São Paulo,320,5,3,8,3025800
São Paulo,236,4,4,0,1513000
São Paulo,50,1,1,0,781400
Rio de Janeiro,65,2,1,0,265000
Belo Horizonte,502,4,3,4,1408600
São Paulo,160,3,3,2,1419200
São Paulo,90,2,2,1,421000
Campinas,44,1,1,1,336000
São Paulo,200,4,7,4,1739200
São Paulo,150,3,2,0,529400
Campinas,578,4,5,8,2086000
São Paulo,85,3,2,1,950400
São Paulo,67,1,1,1,201200
Belo Horizonte,900,6,6,6,1349200
São Paulo,182,4,4,3,1217200
Belo Horizonte,54,2,1,1,193800
São Paulo,33,1,1,0,404200
São Paulo,236,4,5,4,3856300
São Paulo,33,1,1,1,446000
São Paulo,25,1,1,0,434600
Porto Alegre,400,4,4,6,1466800
Rio de Janeiro,130,4,2,2,1229400
São Paulo,240,4,3,3,4396000
São Paulo,190,4,3,2,2360300
São Paulo,42,1,1,1,512800
São Paulo,112,2,3,2,1186800
Porto Alegre,108,3,2,2,827600
Rio de Janeiro,50,1,1,0,280600
Belo Horizonte,60,2,1,1,250800
São Paulo,60,3,1,1,399800
São Paulo,462,4,4,0,2570100
São Paulo,70,1,2,2,1170000
São Paulo,72,2,1,1,636000
São Paulo,320,4,5,0,3148200
Belo Horizonte,140,2,2,2,405200
Campinas,60,1,1,0,328400
São Paulo,114,5,3,1,1226600
Rio de Janeiro,40,1,1,0,495000
São Paulo,76,1,1,1,1312800
São Paulo,170,3,5,3,1037200
Belo Horizonte,156,4,2,2,672000
Campinas,65,2,1,1,262800
Porto Alegre,67,1,1,1,245600
Porto Alegre,110,3,2,1,639800
São Paulo,300,4,5,5,3232200
Porto Alegre,47,1,1,1,526600
São Paulo,35,1,1,0,295200
Rio de Janeiro,46,2,1,0,354200
São Paulo,60,2,1,0,714400
São Paulo,170,3,2,3,1015200
Rio de Janeiro,30,1,1,0,392600
Rio de Janeiro,84,2,2,1,792200
São Paulo,720,4,5,4,3076100
Porto Alegre,83,2,1,0,316000
São Paulo,250,3,3,1,1775000
São Paulo,325,3,5,0,2441800
Campinas,98,1,1,1,743600
São Paulo,95,2,2,1,523400
São Paulo,380,4,4,4,1347400
Rio de Janeiro,70,2,1,0,518200
São Paulo,86,3,3,0,741400
Belo Horizonte,367,4,3,8,995600
São Paulo,495,5,5,4,4094100
São Paulo,320,4,4,6,4724300
São Paulo,197,3,4,3,2425700
São Paulo,140,4,2,1,882600
Rio de Janeiro,105,2,1,1,512400
São Paulo,200,3,4,4,1095400
Rio de Janeiro,88,3,2,1,753200
São Paulo,96,3,3,2,1017600
São Paulo,192,3,4,4,2191800
São Paulo,110,3,4,3,1152400
Porto Alegre,43,1,1,2,622400
São Paulo,48,2,1,1,424400
São Paulo,65,2,1,0,270800
São Paulo,400,5,3,6,3208000
Campinas,160,3,2,0,348400
Campinas,60,2,1,1,265400
São Paulo,110,3,2,2,861600
Belo Horizonte,56,3,1,1,279000
Rio de Janeiro,140,3,2,2,1958800
São Paulo,150,3,2,3,507600
São Paulo,208,3,4,3,1369800
Belo Horizonte,32,1,1,0,363400
Campinas,50,1,1,1,422400
Belo Horizonte,300,5,3,4,1219800
São Paulo,32,1,1,1,748400
Porto Alegre,900,5,5,2,851400
São Paulo,40,1,1,0,172200
Porto Alegre,301,3,3,4,1199800
São Paulo,299,5,4,2,1435200
São Paulo,131,3,2,1,943000
Rio de Janeiro,78,2,1,1,339800
São Paulo,45,1,1,0,199800
São Paulo,250,5,3,2,647400
Porto Alegre,40,1,1,0,197800
Porto Alegre,40,1,1,1,556600
São Paulo,244,3,6,4,3863800
Belo Horizonte,190,2,3,0,511000
Porto Alegre,80,3,2,1,465400
São Paulo,56,1,1,1,1525200
Rio de Janeiro,53,1,1,0,303600
Belo Horizonte,243,4,4,4,2836400
Campinas,62,2,1,0,257600
Porto Alegre,110,2,2,1,459400
São Paulo,176,3,3,3,1511200
São Paulo,150,3,2,1,935600
São Paulo,190,4,4,3,2047800
Rio de Janeiro,62,2,1,0,670000
São Paulo,78,2,1,0,364000
São Paulo,330,3,6,5,1441400
Rio de Janeiro,284,4,4,1,2351500
Belo Horizonte,999,6,6,6,2495800
Campinas,55,1,1,0,354800
São Paulo,50,2,1,1,362000
Porto Alegre,109,4,3,1,555200
São Paulo,420,4,4,2,3576200
Porto Alegre,40,1,1,0,179600
São Paulo,140,3,3,2,885600
Belo Horizonte,400,4,5,3,2529500
São Paulo,28,1,1,1,746400
São Paulo,74,2,2,0,456200
Belo Horizonte,41,2,1,1,278800
São Paulo,76,2,1,0,564000
Belo Horizonte,233,3,3,0,517600
São Paulo,30,1,1,0,309800
São Paulo,530,4,5,6,1448000
Campinas,94,3,3,2,634000
São Paulo,160,3,3,1,1328400
Rio de Janeiro,84,3,3,1,1127800
São Paulo,120,3,2,2,1443800
São Paulo,180,3,2,2,1331200
São Paulo,51,2,1,1,894400
Porto Alegre,65,1,1,0,318800
Campinas,206,3,2,3,1255400
Porto Alegre,75,3,2,1,441200
Porto Alegre,125,3,2,4,1558000
Campinas,75,3,2,2,606600
São Paulo,96,3,1,1,981400
Belo Horizonte,80,2,2,1,445800
Porto Alegre,45,2,1,1,277800
Campinas,68,2,1,1,357400
Porto Alegre,50,2,1,1,641600
São Paulo,200,2,4,1,3211500
São Paulo,100,3,2,2,1920600
São Paulo,107,2,1,0,1109600
Rio de Janeiro,60,1,2,0,550600
Rio de Janeiro,180,6,3,2,841600
São Paulo,85,3,2,2,542600
São Paulo,20,1,1,0,679800
Belo Horizonte,260,4,3,2,2094100
Belo Horizonte,152,4,4,3,1206000
Rio de Janeiro,25,1,1,0,401400
São Paulo,80,2,1,1,499200
Porto Alegre,79,2,2,1,725400
São Paulo,70,2,2,1,1066800
São Paulo,92,2,2,1,854000
Porto Alegre,68,2,1,0,452600
São Paulo,158,3,3,2,1618800
São Paulo,45,1,1,1,844800
Belo Horizonte,284,5,2,3,968800
São Paulo,500,4,6,3,3214100
São Paulo,151,4,3,3,1369600
Porto Alegre,65,2,1,1,291400
São Paulo,70,2,1,0,433600
São Paulo,115,4,3,4,1644400
São Paulo,155,1,1,2,1504400
São Paulo,35,3,2,0,341800
Belo Horizonte,71,3,2,1,312200
São Paulo,48,2,1,1,459400
Porto Alegre,202,3,3,3,1986600
Porto Alegre,18,1,1,0,242600
Campinas,76,3,1,1,332200
São Paulo,25,1,1,0,525400
Rio de Janeiro,68,2,1,1,791600
Belo Horizonte,44,2,1,1,274000
Rio de Janeiro,320,3,3,2,1796400
São Paulo,180,3,2,1,1113800
São Paulo,250,3,2,2,1218200
Porto Alegre,60,1,2,2,772200
Porto Alegre,180,3,2,2,1027600
São Paulo,60,1,2,1,1528400
Porto Alegre,50,2,1,1,341400
São Paulo,35,1,1,0,228800
São Paulo,270,4,4,0,3679500
São Paulo,479,4,5,4,2033800
São Paulo,50,1,2,1,1365600
Rio de Janeiro,80,2,2,1,831200
Porto Alegre,110,3,2,0,558600
Belo Horizonte,310,4,4,3,748200
Campinas,500,4,4,3,4112100
São Paulo,256,3,3,2,1620400
São Paulo,52,2,1,1,384000
Porto Alegre,44,1,1,1,243600
São Paulo,100,2,4,2,850800
Belo Horizonte,500,5,4,4,1520000
São Paulo,50,1,1,1,591600
Belo Horizonte,402,4,7,4,3496200
Campinas,45,1,1,1,901000
Rio de Janeiro,40,1,1,0,254200
São Paulo,35,1,1,0,313800
Rio de Janeiro,75,2,2,1,672400
São Paulo,190,3,4,4,3264400
Belo Horizonte,193,4,2,1,623200
São Paulo,90,3,2,2,653600
São Paulo,215,3,4,4,1293200
Rio de Janeiro,65,2,2,0,391200
Rio de Janeiro,93,2,2,0,970600
Campinas,50,2,1,1,297000
São Paulo,170,3,2,0,1177800
Rio de Janeiro,380,4,3,2,1660400
São Paulo,150,3,3,0,519800
