idade,classe_trabalho,escolaridade,anos_estudo,Estado_civil,raça,sexo,UF,regiao
43,Servidor Público,Ensino Médio Completo,11,Casado,Branco,Feminino,DF,Centro-Oeste
43,Funcionário Setor Privado,Ensino Médio Completo,13,Separado,Branco,Feminino,RO,Norte
19,Empresário,Ensino Médio Incompleto,9,Divorciado,Branco,Feminino,AC,Norte
58,Autônomo,Ensino Médio Incompleto,9,Casado,Branco,Masculino,AM,Norte
41,Empresário,Ensino Médio Completo,10,Casado,Branco,Masculino,R,Norte
31,Funcionário Setor Privado,Ensino Médio Completo,10,Casado,Branco,Masculino,PA,Norte
30,Funcionário Setor Privado,Ensino Médio Completo,11,Casado,Branco,Masculino,AP,Norte
32,Funcionário Setor Privado,Ensino Médio Incompleto,9,Casado,Branco,Masculino,TO,Norte
29,Funcionário Setor Privado,Ensino Médio Completo,13,Solteiro,Branco,Masculino,MA,Nordeste
42,Funcionário Setor Privado,Ensino Médio Completo,10,Casado,Branco,Masculino,PI,Nordeste
38,Funcionário Setor Privado,Ensino Médio Incompleto,9,Divorciado,Branco,Masculino,CE,Nordeste
41,Funcionário Público,Ensino Médio Completo,12,Casado,Branco,Masculino,RN,Nordeste
44,Autônomo,Ensino Médio Completo,13,Solteiro,Branco,Masculino,PB,Nordeste
31,Funcionário Setor Privado,Doutorado,16,União Estável,Pardo,Masculino,PE,Nordeste
34,Funcionário Setor Privado,Ensino Médio Incompleto,9,Divorciado,Branco,Masculino,AL,Nordeste
21,Funcionário Setor Privado,Ensino Médio Completo,10,Solteiro,Branco,Masculino,SE,Nordeste
22,Autônomo,Ensino Médio Completo,13,Solteiro,Pardo,Masculino,BA,Nordeste
62,Funcionário Setor Privado,Ensino Fundamental Completo,6,Casado,Branco,Masculino,MG,Sudeste
19,,Ensino Médio Incompleto,9,Solteiro,Branco,Feminino,ES,Sudeste
29,MEI,Ensino Médio Incompleto,9,Casado,Branco,Feminino,RJ,Sudeste
43,Funcionário Setor Privado,Ensino Médio Completo,10,Divorciado,Branco,Feminino,SP,Sudeste
68,Aposentado,Ensino Fundamental Incompleto,4,Casado,Branco,Masculino,PR,Sul
45,MEI,Ensino Médio Completo,13,Casado,Branco,Masculino,SC,Sul
39,MEI,Ensino Fundamental Completo,5,Casado,Branco,Masculino,RS,Sul
41,Funcionário Setor Privado,Ensino Médio Completo,13,Casado,Negro,Masculino,MS,Centro-Oeste
34,Autônomo,Ensino Médio Completo,12,Casado,Branco,Feminino,MT,Centro-Oeste
34,Empresário,Ensino Médio Incompleto,9,Divorciado,Branco,Feminino,GO,Centro-Oeste
31,Funcionário Setor Privado,Ensino Médio Completo,13,Solteiro,Branco,Masculino,DF,Centro-Oeste
29,Funcionário Setor Privado,Ensino Médio Incompleto,9,Solteiro,Branco,Masculino,RO,Norte
41,Funcionário Setor Privado,Ensino Médio Completo,13,Casado,Branco,Masculino,AC,Norte
41,Funcionário Setor Privado,Ensino Médio Completo,11,Casado,Branco,Masculino,AM,Norte
35,MEI,Mestrado,14,Casado,Branco,Masculino,R,Norte
33,Funcionário Setor Privado,Ensino Médio Completo,13,Casado,Branco,Feminino,PA,Norte
37,Servidor Público,Ensino Médio Completo,13,Solteiro,Branco,Masculino,AP,Norte
69,Aposentado,Ensino Médio Incompleto,9,Casado,Branco,Feminino,TO,Norte
34,Funcionário Setor Privado,Ensino Médio Incompleto,9,Divorciado,Branco,Feminino,MA,Nordeste
60,MEI,Ensino Médio Completo,11,Casado,Branco,Masculino,PI,Nordeste
36,Funcionário Setor Privado,Ensino Médio Completo,10,Casado,Branco,Masculino,CE,Nordeste
41,Funcionário Setor Privado,Ensino Médio Incompleto,9,Casado,Branco,Masculino,RN,Nordeste
58,Empresário,Ensino Médio Completo,13,Casado,Branco,Feminino,PB,Nordeste
53,Funcionário Setor Privado,Ensino Médio Completo,13,Casado,Pardo,Masculino,PE,Nordeste
29,Funcionário Setor Privado,Ensino Médio Completo,10,Casado,Branco,Masculino,AL,Nordeste
45,Funcionário Público,Ensino Médio Incompleto,9,Divorciado,Branco,Feminino,SE,Nordeste
34,Servidor Público,Ensino Médio Completo,10,Casado,Branco,Masculino,BA,Nordeste
36,Funcionário Setor Privado,Ensino Médio Completo,13,Casado,Branco,Masculino,MG,Sudeste
48,Funcionário Setor Privado,Ensino Médio Completo,10,Divorciado,Negro,Feminino,ES,Sudeste
20,Funcionário Setor Privado,Ensino Médio Completo,11,Solteiro,Branco,Feminino,RJ,Sudeste
35,Funcionário Setor Privado,Ensino Médio Incompleto,9,Casado,Branco,Masculino,SP,Sudeste
63,Funcionário Público,Ensino Médio Incompleto,9,Viúvo,Negro,Masculino,PR,Sul
41,Autônomo,Ensino Médio Completo,10,Divorciado,Branco,Masculino,SC,Sul
28,Funcionário Setor Privado,Ensino Médio Completo,13,Casado,Branco,Masculino,RS,Sul
30,Funcionário Setor Privado,Ensino Médio Completo,10,Solteiro,Negro,Feminino,MS,Centro-Oeste
34,,Ensino Médio Incompleto,9,Divorciado,Branco,Feminino,MT,Centro-Oeste
31,Funcionário Setor Privado,Ensino Médio Incompleto,9,Solteiro,Branco,Feminino,GO,Centro-Oeste
37,Funcionário Setor Privado,Ensino Médio Completo,11,Solteiro,Branco,Feminino,DF,Centro-Oeste
42,,Ensino Médio Completo,10,Divorciado,Branco,Masculino,RO,Norte
31,Funcionário Setor Privado,Ensino Médio Completo,10,Casado,Branco,Masculino,AC,Norte
46,Autônomo,Mestrado,14,Casado,Branco,Masculino,AM,Norte
35,Funcionário Público,Ensino Médio Incompleto,9,Casado,Negro,Masculino,R,Norte
27,Funcionário Setor Privado,Ensino Médio Incompleto,9,Casado,Branco,Masculino,PA,Norte
41,Funcionário Setor Privado,Ensino Fundamental Incompleto,2,Casado,Branco,Masculino,AP,Norte
19,Funcionário Setor Privado,Ensino Médio Completo,10,Solteiro,Branco,Feminino,TO,Norte
20,Funcionário Setor Privado,Ensino Médio Completo,10,Solteiro,Branco,Masculino,MA,Nordeste
59,Funcionário Público,Ensino Médio Incompleto,9,Viúvo,Branco,Feminino,PI,Nordeste
40,Funcionário Setor Privado,Ensino Médio Completo,13,Solteiro,Branco,Masculino,CE,Nordeste
56,Autônomo,Ensino Médio Completo,10,Casado,Branco,Masculino,RN,Nordeste
33,Funcionário Setor Privado,Mestrado,14,Casado,Branco,Masculino,PB,Nordeste
30,MEI,Ensino Médio Completo,10,Solteiro,Branco,Feminino,PE,Nordeste
46,Funcionário Setor Privado,Ensino Médio Incompleto,9,Casado,Branco,Masculino,AL,Nordeste
61,MEI,Ensino Médio Incompleto,9,Casado,Branco,Masculino,SE,Nordeste
50,MEI,Ensino Médio Incompleto,9,Casado,Branco,Masculino,BA,Nordeste
25,Funcionário Setor Privado,Ensino Médio Incompleto,9,Solteiro,Branco,Masculino,MG,Sudeste
40,Funcionário Setor Privado,Ensino Médio Completo,10,Divorciado,Branco,Feminino,ES,Sudeste
24,,Ensino Médio Completo,10,Solteiro,Branco,Masculino,RJ,Sudeste
51,Funcionário Setor Privado,Ensino Médio Incompleto,9,Casado,Branco,Masculino,SP,Sudeste
43,Servidor Público,Ensino Médio Incompleto,9,Casado,Branco,Masculino,PR,Sul
34,Funcionário Setor Privado,Ensino Médio Completo,10,Casado,Branco,Masculino,SC,Sul
46,Funcionário Setor Privado,Ensino Médio Incompleto,9,Casado,Branco,Masculino,RS,Sul
28,Servidor Público,Mestrado,14,Casado,Branco,Feminino,MS,Centro-Oeste
26,Funcionário Setor Privado,Ensino Médio Completo,13,Solteiro,Pardo,Masculino,MT,Centro-Oeste
20,Funcionário Setor Privado,Ensino Médio Incompleto,9,Solteiro,Branco,Masculino,GO,Centro-Oeste
44,Funcionário Setor Privado,Ensino Médio Completo,11,Casado,Branco,Masculino,DF,Centro-Oeste
51,Funcionário Setor Privado,Ensino Médio Incompleto,9,Viúvo,Branco,Masculino,RO,Norte
33,Funcionário Setor Privado,Ensino Médio Completo,13,Casado,Branco,Masculino,AC,Norte
54,Funcionário Setor Privado,Ensino Médio Completo,12,Casado,Branco,Masculino,AM,Norte
50,Funcionário Setor Privado,Ensino Médio Completo,13,Casado,Branco,Feminino,R,Norte
33,Funcionário Setor Privado,Ensino Médio Incompleto,9,Divorciado,Negro,Feminino,PA,Norte
65,Funcionário Setor Privado,Ensino Médio Completo,13,Casado,Branco,Masculino,AP,Norte
22,,Ensino Médio Completo,10,Solteiro,Branco,Feminino,TO,Norte
88,Aposentado,Mestrado,15,Casado,Branco,Masculino,MA,Nordeste
40,Funcionário Setor Privado,Ensino Médio Incompleto,9,Divorciado,Branco,Masculino,PI,Nordeste
51,Funcionário Setor Privado,Ensino Médio Incompleto,9,Divorciado,Branco,Feminino,CE,Nordeste
50,Funcionário Setor Privado,Ensino Médio Incompleto,7,Divorciado,Negro,Feminino,RN,Nordeste
25,Funcionário Setor Privado,Mestrado,14,Casado,Branco,Masculino,PB,Nordeste
20,Funcionário Setor Privado,Ensino Médio Completo,11,Solteiro,Branco,Masculino,PE,Nordeste
47,Funcionário Setor Privado,Ensino Médio Incompleto,9,Casado,Branco,Masculino,AL,Nordeste
58,,Ensino Médio Completo,10,Casado,Branco,Masculino,SE,Nordeste
22,Funcionário Setor Privado,Ensino Médio Completo,11,Solteiro,Branco,Feminino,BA,Nordeste
50,Servidor Público,Ensino Médio Incompleto,9,Casado,Branco,Masculino,MG,Sudeste
47,Funcionário Setor Privado,Ensino Médio Incompleto,9,Solteiro,Branco,Feminino,ES,Sudeste
24,Empresário,Ensino Médio Incompleto,7,Solteiro,Pardo,Masculino,RJ,Sudeste
50,,Ensino Médio Incompleto,9,Casado,Branco,Masculino,SP,Sudeste
40,Funcionário Setor Privado,Ensino Médio Completo,13,Divorciado,Branco,Feminino,PR,Sul
36,Funcionário Setor Privado,Ensino Médio Completo,13,Casado,Branco,Masculino,SC,Sul
32,Funcionário Setor Privado,Ensino Médio Incompleto,9,Casado,Branco,Masculino,RS,Sul
44,Funcionário Setor Privado,Ensino Médio Incompleto,9,Casado,Branco,Masculino,MS,Centro-Oeste
51,,Mestrado,14,Casado,Branco,Masculino,MT,Centro-Oeste
59,Funcionário Público,Ensino Médio Completo,10,Solteiro,Negro,Feminino,GO,Centro-Oeste
65,Funcionário Setor Privado,Ensino Médio Incompleto,9,Casado,Branco,Masculino,DF,Centro-Oeste
24,Servidor Público,Ensino Médio Completo,13,Solteiro,Branco,Feminino,RO,Norte
27,Empresário,Ensino Médio Completo,13,Solteiro,Branco,Masculino,AC,Norte
51,Funcionário Setor Privado,Ensino Médio Completo,11,Divorciado,Branco,Masculino,AM,Norte
48,Funcionário Setor Privado,Ensino Médio Completo,10,Casado,Branco,Masculino,R,Norte
39,Funcionário Setor Privado,Ensino Médio Incompleto,9,Casado,Branco,Masculino,PA,Norte
28,Funcionário Setor Privado,Ensino Médio Completo,13,Casado,Branco,Masculino,AP,Norte
19,Funcionário Setor Privado,Ensino Médio Completo,10,Solteiro,Branco,Feminino,TO,Norte
49,Empresário,Ensino Médio Completo,13,Divorciado,Negro,Feminino,MA,Nordeste
51,Empresário,Ensino Médio Completo,12,Casado,Branco,Masculino,PI,Nordeste
59,Funcionário Setor Privado,Mestrado,14,Casado,Branco,Masculino,CE,Nordeste
18,Funcionário Setor Privado,Ensino Médio Incompleto,9,Solteiro,Branco,Feminino,RN,Nordeste
50,Funcionário Setor Privado,Ensino Médio Incompleto,9,Casado,Branco,Masculino,PB,Nordeste
45,Funcionário Público,Ensino Médio Incompleto,9,Casado,Negro,Masculino,PE,Nordeste
30,Empresário,Ensino Médio Completo,13,Casado,Branco,Masculino,AL,Nordeste
37,Funcionário Setor Privado,Ensino Médio Completo,13,Divorciado,Branco,Masculino,SE,Nordeste
44,Funcionário Setor Privado,Ensino Médio Completo,13,Solteiro,Branco,Masculino,BA,Nordeste
33,Funcionário Setor Privado,Ensino Médio Completo,10,Casado,Negro,Masculino,MG,Sudeste
61,MEI,Mestrado,14,Casado,Branco,Masculino,ES,Sudeste
61,Empresário,Ensino Médio Incompleto,9,Casado,Branco,Masculino,RJ,Sudeste
38,Funcionário Setor Privado,Ensino Médio Completo,13,Casado,Branco,Masculino,SP,Sudeste
22,,Ensino Médio Completo,10,Solteiro,Branco,Masculino,PR,Sul
36,Funcionário Setor Privado,Ensino Médio Incompleto,9,Casado,Branco,Masculino,SC,Sul
44,MEI,Ensino Médio Completo,10,Casado,Branco,Masculino,RS,Sul
37,Funcionário Setor Privado,Ensino Médio Completo,10,Separado,Branco,Masculino,MS,Centro-Oeste
31,Funcionário Setor Privado,Ensino Médio Completo,10,Divorciado,Branco,Feminino,MT,Centro-Oeste
54,Funcionário Setor Privado,Doutorado,16,Casado,Branco,Masculino,GO,Centro-Oeste
20,Funcionário Setor Privado,Ensino Médio Completo,10,Solteiro,Branco,Masculino,DF,Centro-Oeste
63,,Ensino Médio Completo,13,Viúvo,Branco,Feminino,RO,Norte
48,Autônomo,Ensino Médio Completo,10,Casado,Indígena,Masculino,AC,Norte
33,,Ensino Médio Incompleto,9,Divorciado,Pardo,Feminino,AM,Norte
31,Funcionário Setor Privado,Ensino Médio Completo,13,Divorciado,Branco,Masculino,R,Norte
38,Funcionário Setor Privado,Mestrado,15,Casado,Branco,Masculino,PA,Norte
45,Autônomo,Ensino Médio Incompleto,9,Casado,Branco,Masculino,AP,Norte
48,Funcionário Setor Privado,Ensino Médio Incompleto,9,Casado,Branco,Masculino,TO,Norte
53,Funcionário Setor Privado,Ensino Médio Completo,10,Casado,Branco,Masculino,MA,Nordeste
55,Funcionário Setor Privado,Ensino Médio Incompleto,9,Viúvo,Branco,Feminino,PI,Nordeste
38,Funcionário Setor Privado,Mestrado,14,Casado,Branco,Masculino,CE,Nordeste
29,Funcionário Setor Privado,Ensino Médio Incompleto,9,Solteiro,Branco,Feminino,RN,Nordeste
36,Funcionário Setor Privado,Ensino Médio Completo,13,Casado,Branco,Masculino,PB,Nordeste
42,Autônomo,Ensino Médio Completo,10,Casado,Branco,Masculino,PE,Nordeste
50,Funcionário Setor Privado,Ensino Médio Incompleto,9,Divorciado,Branco,Feminino,AL,Nordeste
75,Aposentado,Mestrado,15,Casado,Branco,Masculino,SE,Nordeste
46,Funcionário Setor Privado,Ensino Médio Completo,13,Casado,Branco,Masculino,BA,Nordeste
52,Funcionário Público,Ensino Médio Incompleto,9,Divorciado,Branco,Feminino,MG,Sudeste
27,Funcionário Setor Privado,Ensino Médio Completo,13,Solteiro,Branco,Feminino,ES,Sudeste
43,Funcionário Setor Privado,Ensino Médio Incompleto,9,Casado,Branco,Masculino,RJ,Sudeste
31,Funcionário Setor Privado,Ensino Médio Incompleto,7,Separado,Negro,Feminino,SP,Sudeste
23,Funcionário Setor Privado,Ensino Médio Completo,10,Solteiro,Branco,Feminino,PR,Sul
34,Funcionário Setor Privado,Ensino Médio Incompleto,9,Solteiro,Branco,Feminino,SC,Sul
41,Autônomo,Ensino Médio Incompleto,9,Casado,Branco,Feminino,RS,Sul
31,Funcionário Setor Privado,Ensino Médio Incompleto,9,Solteiro,Branco,Feminino,MS,Centro-Oeste
42,Funcionário Setor Privado,Ensino Médio Completo,10,Solteiro,Branco,Feminino,MT,Centro-Oeste
35,Funcionário Setor Privado,Mestrado,14,Solteiro,Branco,Masculino,GO,Centro-Oeste
55,Funcionário Setor Privado,Ensino Médio Incompleto,9,Separado,Branco,Feminino,DF,Centro-Oeste
36,Servidor Público,Ensino Médio Incompleto,9,Viúvo,Branco,Feminino,RO,Norte
65,Autônomo,Ensino Médio Incompleto,9,Casado,Branco,Masculino,AC,Norte
38,Empresário,Ensino Médio Completo,10,Solteiro,Branco,Masculino,AM,Norte
62,Funcionário Setor Privado,Ensino Médio Completo,10,Viúvo,Branco,Feminino,R,Norte
54,MEI,Mestrado,15,Casado,Branco,Masculino,PA,Norte
49,Funcionário Setor Privado,Ensino Médio Incompleto,9,Divorciado,Branco,Masculino,AP,Norte
34,Funcionário Setor Privado,Ensino Médio Incompleto,9,Casado,Branco,Feminino,TO,Norte
32,Funcionário Setor Privado,Ensino Médio Incompleto,9,Solteiro,Branco,Feminino,MA,Nordeste
51,MEI,Mestrado,14,Casado,Branco,Masculino,PI,Nordeste
48,Autônomo,Ensino Médio Completo,10,Casado,Branco,Masculino,CE,Nordeste
30,Funcionário Setor Privado,Ensino Médio Incompleto,9,Casado,Branco,Masculino,RN,Nordeste
52,Funcionário Público,Ensino Médio Incompleto,9,Divorciado,Branco,Feminino,PB,Nordeste
28,Autônomo,Ensino Médio Completo,10,Solteiro,Branco,Masculino,PE,Nordeste
29,Funcionário Setor Privado,Ensino Médio Incompleto,9,Casado,Pardo,Masculino,AL,Nordeste
38,Funcionário Setor Privado,Ensino Médio Completo,13,Solteiro,Branco,Feminino,SE,Nordeste
57,Funcionário Setor Privado,Ensino Médio Incompleto,9,Casado,Branco,Masculino,BA,Nordeste
43,Funcionário Público,Ensino Médio Completo,13,Casado,Branco,Masculino,MG,Sudeste
37,Servidor Público,Ensino Médio Completo,10,Separado,Branco,Masculino,ES,Sudeste
30,Funcionário Setor Privado,Ensino Médio Incompleto,9,Casado,Branco,Masculino,RJ,Sudeste
53,Funcionário Setor Privado,Ensino Médio Incompleto,9,Casado,Branco,Masculino,SP,Sudeste
69,Aposentado,Ensino Médio Completo,11,Viúvo,Branco,Feminino,PR,Sul
73,Aposentado,Ensino Médio Incompleto,9,Viúvo,Branco,Feminino,SC,Sul
22,MEI,Ensino Médio Completo,10,Solteiro,Branco,Masculino,RS,Sul
31,Funcionário Setor Privado,Ensino Médio Incompleto,9,Solteiro,Branco,Feminino,MS,Centro-Oeste
38,Funcionário Setor Privado,Ensino Médio Completo,13,Casado,Branco,Masculino,MT,Centro-Oeste
50,Autônomo,Ensino Médio Completo,10,Casado,Branco,Masculino,GO,Centro-Oeste
37,Funcionário Setor Privado,Ensino Médio Completo,10,Casado,Branco,Masculino,DF,Centro-Oeste
44,Empresário,Ensino Médio Completo,13,Divorciado,Branco,Masculino,RO,Norte
47,Funcionário Setor Privado,Ensino Médio Completo,13,Solteiro,Negro,Feminino,AC,Norte
27,Funcionário Setor Privado,Ensino Médio Completo,10,Casado,Branco,Masculino,AM,Norte
28,Funcionário Setor Privado,Ensino Médio Completo,12,Solteiro,Branco,Feminino,R,Norte
25,Funcionário Setor Privado,Ensino Médio Incompleto,9,Solteiro,Negro,Feminino,PA,Norte
20,Funcionário Setor Privado,Ensino Médio Completo,10,Solteiro,Branco,Feminino,AP,Norte
51,Empresário,Ensino Médio Completo,13,Casado,Branco,Masculino,TO,Norte
46,Funcionário Setor Privado,Ensino Médio Completo,13,Casado,Branco,Masculino,MA,Nordeste
67,Aposentado,Ensino Médio Completo,13,Casado,Branco,Masculino,PI,Nordeste
47,Funcionário Setor Privado,Ensino Médio Incompleto,9,Casado,Branco,Masculino,CE,Nordeste
42,Funcionário Setor Privado,Ensino Médio Incompleto,9,Casado,Branco,Masculino,RN,Nordeste
52,Funcionário Setor Privado,Ensino Médio Incompleto,9,Solteiro,Branco,Masculino,PB,Nordeste
42,Funcionário Público,Ensino Médio Completo,12,Divorciado,Pardo,Feminino,PE,Nordeste
65,,Ensino Médio Incompleto,9,Casado,Branco,Masculino,AL,Nordeste
21,Funcionário Setor Privado,Ensino Médio Completo,10,Solteiro,Negro,Masculino,SE,Nordeste
50,Funcionário Setor Privado,Ensino Médio Incompleto,9,Casado,Branco,Feminino,BA,Nordeste
46,Funcionário Setor Privado,Ensino Médio Completo,10,Casado,Branco,Masculino,MG,Sudeste
47,Autônomo,Ensino Médio Completo,13,Casado,Branco,Masculino,ES,Sudeste
57,Funcionário Setor Privado,Ensino Fundamental Completo,6,Casado,Branco,Masculino,RJ,Sudeste
37,Funcionário Setor Privado,Ensino Médio Completo,13,Solteiro,Branco,Masculino,SP,Sudeste
50,Funcionário Setor Privado,Ensino Médio Incompleto,9,Casado,Branco,Masculino,PR,Sul
58,,Ensino Médio Incompleto,8,Casado,Branco,Masculino,SC,Sul
63,Autônomo,Ensino Fundamental Incompleto,2,Viúvo,Branco,Feminino,RS,Sul
39,Funcionário Setor Privado,Ensino Médio Incompleto,9,Casado,Branco,Masculino,MS,Centro-Oeste
46,Funcionário Setor Privado,Mestrado,14,Casado,Negro,Masculino,MT,Centro-Oeste
36,Funcionário Setor Privado,Ensino Médio Incompleto,9,Casado,Branco,Masculino,GO,Centro-Oeste
26,Funcionário Setor Privado,Ensino Fundamental Incompleto,3,Casado,Branco,Masculino,DF,Centro-Oeste
21,Funcionário Setor Privado,Ensino Médio Completo,10,Solteiro,Branco,Masculino,RO,Norte
41,Funcionário Setor Privado,Ensino Médio Completo,12,Casado,Branco,Masculino,AC,Norte
44,Empresário,Ensino Médio Completo,10,Solteiro,Negro,Masculino,AM,Norte
22,Funcionário Setor Privado,Ensino Médio Incompleto,9,Casado,Branco,Masculino,R,Norte
29,Funcionário Público,Ensino Médio Completo,10,Solteiro,Negro,Masculino,PA,Norte
29,Funcionário Setor Privado,Ensino Médio Incompleto,9,Solteiro,Negro,Feminino,AP,Norte
58,MEI,Ensino Médio Completo,10,Casado,Branco,Feminino,TO,Norte
36,Autônomo,Mestrado,15,Casado,Branco,Masculino,MA,Nordeste
30,Funcionário Setor Privado,Ensino Médio Completo,11,Casado,Branco,Masculino,PI,Nordeste
37,Funcionário Setor Privado,Ensino Médio Completo,13,Casado,Branco,Masculino,CE,Nordeste
29,Funcionário Setor Privado,Ensino Médio Completo,11,Solteiro,Branco,Masculino,RN,Nordeste
26,Funcionário Setor Privado,Ensino Fundamental Incompleto,3,Solteiro,Branco,Feminino,PB,Nordeste
43,Funcionário Setor Privado,Ensino Médio Incompleto,9,Casado,Branco,Masculino,PE,Nordeste
49,Funcionário Setor Privado,Ensino Médio Incompleto,9,Casado,Branco,Feminino,AL,Nordeste
45,Funcionário Público,Ensino Médio Completo,13,Casado,Branco,Masculino,SE,Nordeste
28,Funcionário Setor Privado,Ensino Médio Completo,13,Solteiro,Branco,Feminino,BA,Nordeste
20,,Ensino Médio Completo,10,Solteiro,Branco,Feminino,MG,Sudeste
51,Funcionário Setor Privado,Ensino Médio Incompleto,9,Divorciado,Branco,Feminino,ES,Sudeste
32,Funcionário Setor Privado,Ensino Médio Completo,10,Casado,Branco,Masculino,RJ,Sudeste
24,Funcionário Setor Privado,Ensino Médio Incompleto,9,Solteiro,Branco,Feminino,SP,Sudeste
